,Folder,DateTime,SN,Detect OK! Use time,at@gpsengine,Enable GPS Module OK! Use time,TTFF,SNR1,SNR2,SNR3,SNR4,SNR5,SNR6,SNR7,SNR8,GPS Signal Test PASS! Use time,Defective
1141,LI5-1843681M,2018-04-15 03:36:48,GF5Y-GH5-J74,16628.959,1,0.61,29.0,43.0,42.0,42.0,42.0,42.0,42.0,43.0,42.0,32.19,0.0
1142,LI5-1843681M,2018-04-15 03:28:49,GFAE-VHC-3BF,16144.993,1,3.58,30.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,32.73,0.0
1143,LI5-1843681M,2018-04-15 01:02:36,GFWJ-NFP-R7B,7369.986,1,3.57,34.0,44.0,44.0,44.0,43.0,44.0,44.0,44.0,44.0,37.52,0.0
1144,LI5-1843681M,2018-04-15 08:34:35,GG75-5JZ-HYH,26.969,1,0.61,40.0,,,,,45.0,46.0,45.0,45.0,42.14,0.0
1145,LI5-1843681M,2018-04-15 01:49:53,GG7C-ACP-TP3,10188.009,1,3.58,34.0,41.0,32.0,41.0,41.0,42.0,31.0,42.0,42.0,53.66,0.0
1146,LI5-1843681M,2018-04-15 04:08:18,GG82-KJW-WTC,18512.5,1,3.57,32.0,42.0,42.0,41.0,42.0,42.0,42.0,42.0,42.0,35.72,0.0
1147,LI5-1843681M,2018-04-15 03:54:13,GGFW-BAH-8GR,17666.431,1,0.61,36.0,43.0,44.0,43.0,44.0,43.0,44.0,43.0,43.0,39.75,0.0
1148,LI5-1843681M,2018-04-15 01:16:18,GGM3-PUH-NAA,8188.43,1,3.57,36.0,43.0,42.0,42.0,43.0,43.0,44.0,44.0,44.0,39.65,0.0
1149,LI5-1843681M,2018-04-15 08:59:12,GGRP-U76-2KU,1492.588,1,3.57,39.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,46.0,42.0,0.0
1150,LI5-1843681M,2018-04-15 02:03:07,GGTV-D7N-5KS,11000.705,1,0.61,36.0,42.0,42.0,42.0,29.0,40.0,29.0,41.0,28.0,39.39,0.0
1151,LI5-1843681M,2018-04-15 03:18:18,GGWK-59S-6DT,15517.668,1,0.61,38.0,42.0,42.0,42.0,43.0,43.0,43.0,43.0,42.0,40.64,0.0
1152,LI5-1843681M,2018-04-15 08:52:17,GH32-JM2-GAE,1090.9080000000001,1,0.61,34.0,46.0,46.0,45.0,46.0,47.0,47.0,47.0,47.0,37.39,0.0
1153,LI5-1843681M,2018-04-15 01:18:02,GH3N-7RU-6UJ,8293.764000000001,1,3.58,35.0,42.0,42.0,41.0,42.0,43.0,44.0,44.0,44.0,38.3,0.0
1154,LI5-1843681M,2018-04-15 03:27:18,GH6T-YUF-7ZZ,16058.278,1,3.57,27.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,29.91,0.0
1155,LI5-1843681M,2018-04-15 01:57:07,GH9F-HWK-83A,10636.476,1,3.57,36.0,43.0,43.0,42.0,43.0,40.0,29.0,41.0,28.0,39.221,0.0
1156,LI5-1843681M,2018-04-15 02:18:35,GHAM-VWV-UJX,11926.378999999999,1,0.61,40.0,41.0,41.0,41.0,41.0,40.0,29.0,41.0,28.0,41.77,0.0
1157,LI5-1843681M,2018-04-15 00:53:48,GHC2-85Z-Y7X,6852.101,1,0.61,27.0,42.0,42.0,43.0,42.0,42.0,42.0,42.0,42.0,30.37,0.0
1158,LI5-1843681M,2018-04-15 00:59:12,GHWE-H4C-FMV,7167.434,1,0.61,36.0,42.0,43.0,42.0,42.0,42.0,42.0,42.0,42.0,39.03,0.0
1159,LI5-1843681M,2018-04-15 05:03:18,GHYB-2XR-NCC,21810.968999999997,1,0.61,37.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,40.27,0.0
1160,LI5-1843681M,2018-04-15 03:25:36,GJ29-V44-FYS,15892.956,1,0.61,36.0,43.0,43.0,43.0,43.0,43.0,42.0,43.0,42.0,94.75,0.0
1161,LI5-1843681M,2018-04-15 01:25:03,GJPB-VVF-UJZ,8717.153,1,3.57,37.0,43.0,42.0,42.0,42.0,42.0,28.0,42.0,42.0,37.4,0.0
1162,LI5-1843681M,2018-04-15 02:01:18,GK2W-MAK-Z8K,10894.159,1,0.61,33.0,43.0,42.0,42.0,42.0,40.0,29.0,41.0,28.0,36.91,0.0
1163,LI5-1843681M,2018-04-15 02:52:12,GK37-CXH-GMX,13940.716999999999,1,3.57,36.0,44.0,43.0,43.0,44.0,44.0,43.0,43.0,44.0,40.0,0.0
1164,LI5-1843681M,2018-04-15 13:49:19,GK66-5HP-VXW,683.137,1,3.58,39.0,45.0,46.0,46.0,46.0,45.0,46.0,46.0,,42.69,0.0
1165,LI5-1843681M,2018-04-15 02:59:05,GKH3-685-FFT,14359.417,1,0.61,35.0,44.0,44.0,43.0,43.0,42.0,42.0,43.0,42.0,38.76,0.0
1166,LI5-1843681M,2018-04-15 13:44:48,GKKR-5GR-3T8,413.44699999999995,1,3.58,39.0,45.0,46.0,46.0,46.0,,,,,41.4,0.0
1167,LI5-1843681M,2018-04-15 08:55:48,GKZH-8VE-T52,1300.9669999999999,1,3.58,26.0,46.0,47.0,46.0,46.0,48.0,47.0,47.0,47.0,29.6,0.0
1168,LI5-1843681M,2018-04-15 03:19:58,GM9E-FKS-DBN,15605.118999999999,1,0.61,32.0,41.0,28.0,41.0,41.0,43.0,43.0,43.0,42.0,46.001000000000005,0.0
1169,LI5-1843681M,2018-04-15 13:41:18,GMPR-FHW-AAF,212.324,1,0.61,31.0,45.0,45.0,45.0,45.0,,,,,34.02,0.0
1170,LI5-1843681M,2018-04-15 01:08:05,GMRZ-Y2E-76C,7697.855,1,3.57,35.0,41.0,41.0,41.0,41.0,44.0,44.0,44.0,44.0,37.19,0.0
1171,LI5-1843681M,2018-04-15 01:22:48,GMTM-HN3-SES,8589.989,1,0.61,26.0,45.0,45.0,45.0,44.0,42.0,28.0,42.0,42.0,29.65,0.0
1172,LI5-1843681M,2018-04-15 01:00:48,GN2A-37V-37H,7274.232,1,3.57,22.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,25.26,0.0
1173,LI5-1843681M,2018-04-15 03:00:35,GNCA-W8H-M58,14450.514,1,0.61,35.0,43.0,43.0,43.0,43.0,42.0,42.0,43.0,42.0,37.58,0.0
1174,LI5-1843681M,2018-04-15 00:55:44,GND7-6XY-3DT,6951.154,1,3.57,37.0,43.0,43.0,43.0,43.0,42.0,42.0,42.0,42.0,42.89,0.0
1175,LI5-1843681M,2018-04-15 02:22:11,GNGC-CCY-TNV,12144.633,1,0.61,39.0,44.0,45.0,44.0,44.0,40.0,29.0,41.0,28.0,40.98,0.0
1176,LI5-1843681M,2018-04-15 02:16:48,GNMJ-8R7-GUY,11827.469,1,0.61,30.0,43.0,43.0,43.0,43.0,40.0,29.0,41.0,28.0,33.61,0.0
1177,LI5-1843681M,2018-04-15 03:12:48,GNNV-BP6-EBG,15188.268,1,3.57,27.0,42.0,43.0,42.0,42.0,42.0,43.0,43.0,43.0,29.93,0.0
1178,LI5-1843681M,2018-04-15 02:28:00,GNPC-FP3-PD3,12457.5,1,3.58,29.0,43.0,29.0,43.0,43.0,43.0,43.0,43.0,27.0,74.01,0.0
1179,LI5-1843681M,2018-04-15 13:43:02,GNRX-WW5-5ZM,312.665,1,3.57,35.0,46.0,46.0,45.0,46.0,,,,,37.6,0.0
1180,LI5-1843681M,2018-04-15 03:21:35,GNXC-FG2-2ZN,15710.499,1,0.61,35.0,44.0,44.0,44.0,44.0,43.0,43.0,43.0,42.0,36.32,0.0
1181,LI5-1843681M,2018-04-15 08:57:34,GP5N-2GG-RTW,1398.99,1,0.61,22.0,46.0,47.0,46.0,46.0,47.0,47.0,47.0,47.0,40.53,0.0
1182,LI5-1843681M,2018-04-15 01:38:48,GP7X-UJE-2NG,9540.354,1,3.58,33.0,41.0,29.0,40.0,41.0,41.0,41.0,41.0,42.0,36.33,0.0
1183,LI5-1843681M,2018-04-15 13:50:47,GPBA-XYY-2EX,791.1089999999999,1,0.61,23.0,45.0,44.0,44.0,45.0,44.0,44.0,44.0,,25.69,0.0
1184,LI5-1843681M,2018-04-15 04:37:45,GPCK-WSP-4SM,20281.189,1,0.61,36.0,42.0,42.0,43.0,43.0,41.0,28.0,41.0,41.0,38.45,0.0
1185,LI5-1843681M,2018-04-15 05:06:48,GPE5-SAR-XM6,22024.925,1,3.58,31.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,33.341,0.0
1186,LI5-1843681M,2018-04-15 08:54:06,GPG7-SK2-AZS,1191.616,1,3.58,36.0,46.0,47.0,46.0,46.0,47.0,46.0,46.0,47.0,38.42,0.0
1187,LI5-1843681M,2018-04-15 01:06:18,GPH5-V4R-45W,7601.382,1,3.57,23.0,42.0,43.0,43.0,42.0,44.0,44.0,44.0,44.0,25.26,0.0
1188,LI5-1843681M,2018-04-15 03:35:17,GPHC-CWB-XY3,16538.456000000002,1,0.61,28.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,42.0,30.25,0.0
1189,LI5-1843681M,2018-04-15 03:59:12,GPRZ-Y8U-EWZ,17967.093,1,0.61,35.0,42.0,41.0,42.0,42.0,43.0,44.0,43.0,43.0,38.09,0.0
1190,LI5-1843681M,2018-04-15 02:56:06,GPT9-3RN-BXP,14177.915,1,3.58,34.0,43.0,42.0,43.0,43.0,41.0,41.0,42.0,41.0,36.760999999999996,0.0
1191,LI5-1843681M,2018-04-15 04:42:17,GRN9-243-ABT,20552.647,1,0.61,35.0,41.0,41.0,41.0,42.0,41.0,41.0,42.0,41.0,37.58,0.0
1192,LI5-1843681M,2018-04-15 03:15:10,GRNB-Y8C-NRP,15323.177,1,3.57,35.0,45.0,45.0,45.0,45.0,44.0,45.0,45.0,45.0,38.49,0.0
1193,LI5-1843681M,2018-04-15 03:52:17,GS75-UMT-8NN,17552.129,1,3.57,33.0,43.0,43.0,42.0,43.0,42.0,43.0,43.0,42.0,35.08,0.0
1194,LI5-1843681M,2018-04-15 08:41:13,GS84-XY6-3NG,369.13800000000003,1,0.61,34.0,47.0,47.0,47.0,46.0,45.0,46.0,45.0,45.0,93.69,0.0
1195,LI5-1843681M,2018-04-15 04:32:44,GSCW-UYS-PBR,19919.368000000002,1,3.57,36.0,41.0,40.0,41.0,41.0,42.0,41.0,41.0,42.0,94.88,0.0
1196,LI5-1843681M,2018-04-15 01:54:05,GSGF-YBG-4CU,10448.71,1,0.61,29.0,42.0,41.0,41.0,31.0,40.0,29.0,41.0,28.0,49.4,0.0
1197,LI5-1843681M,2018-04-15 03:30:18,GSJH-U8V-YV3,16235.665,1,3.57,30.0,43.0,44.0,43.0,43.0,44.0,43.0,43.0,43.0,32.51,0.0
1198,LI5-1843681M,2018-04-15 01:28:49,GSKK-FXZ-U2H,8944.605,1,3.58,29.0,42.0,42.0,42.0,42.0,42.0,28.0,42.0,42.0,33.03,0.0
1199,LI5-1843681M,2018-04-15 02:29:42,GSPN-BZ9-HRW,12593.214,1,3.58,35.0,41.0,41.0,41.0,41.0,43.0,43.0,43.0,27.0,38.92,0.0
1200,LI5-1843681M,2018-04-15 02:46:48,GSUP-Z6A-HU5,13617.361,1,0.61,39.0,44.0,44.0,43.0,43.0,43.0,26.0,43.0,43.0,42.3,0.0
1201,LI5-1843681M,2018-04-15 04:45:42,GT6E-HZU-DUW,20753.334,1,3.57,34.0,43.0,43.0,42.0,43.0,41.0,41.0,42.0,41.0,37.47,0.0
1202,LI5-1843681M,2018-04-15 08:47:01,GT89-3EM-4Y2,725.289,1,0.61,34.0,46.0,46.0,46.0,46.0,45.0,45.0,45.0,29.0,81.26,0.0
1203,LI5-1843681M,2018-04-15 04:10:37,GTDD-5CH-C3R,18603.284,1,3.58,30.0,30.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,82.52,0.0
1204,LI5-1843681M,2018-04-15 04:24:38,GTVS-AHG-85A,19410.788,1,0.61,37.0,40.0,40.0,40.0,39.0,29.0,40.0,40.0,42.0,120.43,0.0
1205,LI5-1843681M,2018-04-15 05:08:18,GTW4-ZC3-CT5,22119.282000000003,1,3.58,24.0,43.0,43.0,43.0,43.0,43.0,43.0,42.0,42.0,27.5,0.0
1206,LI5-1843681M,2018-04-15 03:16:39,GTYF-SM2-BJD,15414.58,1,0.61,35.0,43.0,31.0,43.0,43.0,44.0,45.0,45.0,45.0,39.0,0.0
1207,LI5-1843681M,2018-04-15 05:10:18,GUFD-M7F-DKY,22228.959,1,3.57,35.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,37.87,0.0
1208,LI5-1843681M,2018-04-15 08:42:48,GUKV-GB5-PA5,520.872,1,0.61,29.0,48.0,47.0,48.0,48.0,45.0,46.0,45.0,45.0,32.65,0.0
1209,LI5-1843681M,2018-04-15 04:36:11,GUV3-UXC-U43,20187.201,1,0.61,35.0,43.0,43.0,42.0,43.0,41.0,28.0,41.0,41.0,36.99,0.0
1210,LI5-1843681M,2018-04-15 04:39:17,GV6K-3A9-KAZ,20373.349,1,0.62,33.0,41.0,41.0,42.0,41.0,42.0,41.0,41.0,41.0,35.39,0.0
1211,LI5-1843681M,2018-04-15 04:50:18,GVF2-256-6R4,21029.787999999997,1,3.57,33.0,42.0,41.0,42.0,42.0,42.0,42.0,42.0,41.0,37.01,0.0
1212,LI5-1843681M,2018-04-15 05:15:48,GVKA-Z7Y-ME2,22564.477000000003,1,0.61,33.0,40.0,41.0,40.0,41.0,41.0,40.0,40.0,40.0,36.76,0.0
1213,LI5-1843681M,2018-04-15 04:48:47,GVP6-PMV-HKG,20953.301,1,0.61,23.0,42.0,38.0,42.0,42.0,42.0,42.0,42.0,42.0,25.45,0.0
1214,LI5-1843681M,2018-04-15 03:23:06,GVVD-Y48-DS8,15800.195,1,0.61,35.0,43.0,42.0,42.0,42.0,43.0,42.0,43.0,42.0,38.97,0.0
1215,LI5-1843681M,2018-04-15 01:14:39,GVW8-95R-J4Y,8092.446999999999,1,3.57,34.0,44.0,44.0,43.0,44.0,43.0,44.0,44.0,44.0,36.63,0.0
1216,LI5-1843681M,2018-04-15 05:01:17,GVZK-KX6-YHT,21692.482000000004,1,3.57,32.0,43.0,42.0,43.0,42.0,42.0,43.0,42.0,42.0,34.81,0.0
1217,LI5-1843681M,2018-04-15 04:47:18,GW5Y-CNZ-KG7,20855.18,1,3.57,28.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,31.65,0.0
1218,LI5-1843681M,2018-04-15 04:51:48,GWA9-JXE-24U,21123.772999999997,1,3.57,29.0,43.0,43.0,42.0,42.0,43.0,42.0,43.0,42.0,33.02,0.0
1219,LI5-1843681M,2018-04-15 01:20:42,GWRE-RYJ-2HP,8453.681,1,3.58,35.0,43.0,43.0,42.0,42.0,42.0,28.0,42.0,42.0,38.43,0.0
1220,LI5-1843681M,2018-04-15 01:34:05,GX66-FWZ-4FY,9203.565999999999,1,3.57,37.0,42.0,42.0,42.0,42.0,41.0,41.0,41.0,42.0,91.541,0.0
1221,LI5-1843681M,2018-04-15 04:26:19,GXJK-8X4-ZAA,19594.982,1,0.61,35.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,37.23,0.0
1222,LI5-1843681M,2018-04-15 03:50:09,GXU4-HKM-Y69,17422.996,1,0.61,34.0,43.0,43.0,42.0,42.0,42.0,42.0,43.0,42.0,37.73,0.0
1223,LI5-1843681M,2018-04-15 02:45:12,GY6B-TSV-633,13521.301000000001,1,3.58,38.0,42.0,43.0,42.0,42.0,41.0,41.0,30.0,41.0,40.83,0.0
1224,LI5-1843681M,2018-04-15 01:31:31,GYAX-X46-XA8,9047.472,1,0.61,38.0,42.0,42.0,42.0,42.0,41.0,41.0,41.0,42.0,95.14,0.0
1225,LI5-1843681M,2018-04-15 03:32:11,GYP7-SMH-ZMT,16342.921999999999,1,3.58,34.0,42.0,42.0,42.0,42.0,44.0,43.0,43.0,43.0,36.781,0.0
1226,LI5-1843681M,2018-04-15 01:40:41,GYTJ-NTV-5VW,9644.901,1,3.57,35.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,42.0,37.76,0.0
1227,LI5-1843681M,2018-04-15 03:33:49,GZ57-F8C-64E,16447.33,1,3.57,27.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,42.0,30.43,0.0
1228,LI5-1843681M,2018-04-15 03:41:04,GZK4-SJE-EWS,16874.942,1,3.57,35.0,43.0,43.0,42.0,42.0,42.0,42.0,42.0,42.0,37.78,0.0
1229,LI5-1843681M,2018-04-15 01:37:08,GZUN-4X4-N3K,9405.921,1,3.57,36.0,42.0,42.0,42.0,42.0,41.0,41.0,41.0,42.0,72.19,0.0
1230,LI5-1843681M,2018-04-15 04:59:43,GZWP-BUA-B8V,21596.33,1,0.61,36.0,44.0,44.0,44.0,43.0,43.0,42.0,43.0,42.0,39.87,0.0
1231,LI5-1843681M,2018-04-15 08:36:15,GZZ4-YYV-UCR,122.70100000000001,1,3.58,34.0,46.0,46.0,46.0,46.0,45.0,46.0,45.0,45.0,36.3,0.0
1232,LI5-1843681M,2018-04-20 23:57:47,G26W-TE5-3AY,3492.651,1,3.57,32.0,44.0,44.0,44.0,44.0,,,,,35.080999999999996,0.0
1233,LI5-1843681M,2018-04-20 23:14:23,G2H3-5BJ-TZV,1050.875,1,0.6,12.0,40.0,40.0,40.0,40.0,38.0,39.0,39.0,38.0,92.3,0.0
1234,LI5-1843681M,2018-04-20 23:36:01,G3FU-9S4-JN7,125.728,1,0.6,35.0,40.0,40.0,40.0,40.0,,,,,37.55,0.0
1235,LI5-1843681M,2018-04-20 23:41:14,G3HH-PF7-ENN,449.522,1,0.6,24.0,40.0,41.0,40.0,30.0,40.0,40.0,40.0,40.0,26.77,0.0
1236,LI5-1843681M,2018-04-20 23:37:49,G528-BKN-JXV,230.541,1,3.57,31.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,37.8,0.0
1237,LI5-1843681M,2018-04-20 23:39:44,G52U-856-KCC,345.664,1,3.56,37.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,39.09,0.0
1238,LI5-1843681M,2018-04-20 23:11:46,G6FU-TH3-2FG,944.289,1,3.56,34.0,38.0,39.0,39.0,39.0,38.0,39.0,39.0,38.0,37.54,0.0
1239,LI5-1843681M,2018-04-20 23:33:31,G6UV-2KS-4MG,1977.026,1,3.57,35.0,44.0,44.0,44.0,44.0,,,,,94.63,0.0
1240,LI5-1843681M,2018-04-20 23:39:16,G7E9-UUG-RSD,2390.697,1,0.61,27.0,45.0,45.0,45.0,45.0,,,,,30.03,0.0
1241,LI5-1843681M,2018-04-20 23:58:40,G84Y-R3W-BJE,1424.033,1,3.56,38.0,40.0,41.0,41.0,40.0,39.0,38.0,39.0,40.0,96.74,0.0
1242,LI5-1843681M,2018-04-20 23:14:30,G877-D52-RNX,834.301,1,3.58,35.0,44.0,44.0,44.0,44.0,,,,,96.45,0.0
1243,LI5-1843681M,2018-04-20 23:56:04,G8JU-5GR-9C9,1268.5339999999999,1,0.6,39.0,40.0,40.0,40.0,40.0,39.0,38.0,39.0,40.0,97.79,0.0
1244,LI5-1843681M,2018-04-20 23:08:14,G98T-UAA-T2T,733.0830000000001,1,3.56,36.0,39.0,39.0,39.0,39.0,41.0,41.0,41.0,41.0,38.12,0.0
1245,LI5-1843681M,2018-04-20 23:46:46,GAVX-A7Y-UZX,2834.992,1,3.58,30.0,44.0,44.0,44.0,45.0,,,,,32.75,0.0
1246,LI5-1843681M,2018-04-20 23:33:44,GBBM-6Y8-PKA,6.86,1,3.57,35.0,40.0,40.0,40.0,39.0,,,,,36.2,0.0
1247,LI5-1843681M,2018-04-20 23:04:15,GBVB-SKM-Z8U,286.407,1,3.57,30.0,45.0,45.0,45.0,45.0,,,,,30.28,0.0
1248,LI5-1843681M,2018-04-20 23:53:26,GETE-5JS-U38,1091.13,1,0.6,37.0,39.0,39.0,38.0,29.0,39.0,38.0,39.0,40.0,120.01,0.0
1249,LI5-1843681M,2018-04-20 23:02:44,GEUG-RTV-UTJ,406.452,1,3.57,32.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,34.75,0.0
1250,LI5-1843681M,2018-04-20 23:56:15,GF9T-U6F-6T4,3401.414,1,3.57,33.0,44.0,44.0,44.0,44.0,,,,,35.35,0.0
1251,LI5-1843681M,2018-04-20 23:50:11,GFMC-VN9-VCC,915.681,1,3.57,36.0,39.0,39.0,39.0,39.0,40.0,40.0,32.0,40.0,94.66,0.0
1252,LI5-1843681M,2018-04-20 23:30:18,GGPS-8KG-U7J,1828.1529999999998,1,3.58,45.0,44.0,44.0,44.0,44.0,,,,,50.56,0.0
1253,LI5-1843681M,2018-04-20 23:48:47,GJXH-9XV-J5H,2965.5290000000005,1,0.61,23.0,45.0,45.0,45.0,45.0,,,,,25.13,0.0
1254,LI5-1843681M,2018-04-20 23:59:17,GKCB-GZ3-D2E,3587.0759999999996,1,0.61,32.0,44.0,44.0,44.0,44.0,,,,,33.59,0.0
1255,LI5-1843681M,2018-04-20 23:52:17,GKFK-7F6-4ZH,3165.33,1,3.58,30.0,44.0,44.0,44.0,45.0,,,,,33.37,0.0
1256,LI5-1843681M,2018-04-20 23:35:43,GKSG-EC3-6ST,2167.531,1,3.57,35.0,45.0,46.0,45.0,45.0,,,,,38.22,0.0
1257,LI5-1843681M,2018-04-20 23:37:35,GKUF-9DY-WEH,2280.799,1,0.61,35.0,44.0,44.0,44.0,44.0,,,,,38.91,0.0
1258,LI5-1843681M,2018-04-20 23:05:59,GKXZ-735-TWW,548.401,1,0.6,35.0,40.0,40.0,40.0,40.0,41.0,41.0,41.0,41.0,96.41,0.0
1259,LI5-1843681M,2018-04-20 23:43:17,GMB9-Y7C-EXK,2623.454,1,0.61,32.0,44.0,44.0,44.0,44.0,,,,,35.77,0.0
1260,LI5-1843681M,2018-04-20 23:41:11,GMTU-Y5S-38B,2496.788,1,0.61,34.0,43.0,43.0,43.0,43.0,,,,,37.9,0.0
1261,LI5-1843681M,2018-04-20 23:29:38,GNBZ-URX-R6B,1955.5479999999998,1,3.56,42.0,40.0,40.0,40.0,40.0,38.0,39.0,39.0,38.0,97.27,0.0
1262,LI5-1843681M,2018-04-20 23:11:31,GNUA-29G-NAZ,716.199,1,0.61,36.0,45.0,45.0,44.0,45.0,,,,,38.49,0.0
1263,LI5-1843681M,2018-04-20 23:45:49,GP69-XH3-U9V,663.668,1,0.6,42.0,39.0,39.0,40.0,39.0,40.0,40.0,32.0,40.0,87.65100000000001,0.0
1264,LI5-1843681M,2018-04-20 23:45:06,GPXS-VBA-A7N,2734.6090000000004,1,3.58,35.0,43.0,43.0,43.0,43.0,,,,,36.03,0.0
1265,LI5-1843681M,2018-04-20 23:08:17,GR22-PXC-GZ6,528.331,1,0.67,29.0,44.0,45.0,44.0,44.0,,,,,32.26,0.0
1266,LI5-1843681M,2018-04-20 23:43:15,GUM3-J4X-BAX,559.799,1,0.6,34.0,40.0,31.0,40.0,40.0,40.0,40.0,32.0,40.0,37.51,0.0
1267,LI5-1843681M,2018-04-20 23:10:02,GV23-RGD-SZJ,854.797,1,3.54,23.0,39.0,39.0,39.0,39.0,38.0,39.0,39.0,38.0,23.77,0.0
1268,LI5-1843681M,2018-04-20 23:50:45,GXRB-STM-ZUD,3070.954,1,0.61,36.0,44.0,45.0,45.0,44.0,,,,,38.74,0.0
1269,LI5-1843681M,2018-04-20 23:54:14,GXST-MRE-PVB,3279.6459999999997,1,0.61,36.0,45.0,45.0,45.0,45.0,,,,,39.03,0.0
1270,LI5-1843681M,2018-04-20 23:31:14,GZHD-MKC-SPF,2109.226,1,3.57,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,42.0,0.0
1271,LI5-1843681M,2018-04-20 23:06:34,GZPF-WXJ-W8U,419.51099999999997,1,0.61,35.0,44.0,44.0,44.0,44.0,,,,,37.68,0.0
1272,LI5-1843681M,2018-04-21 01:48:50,G24H-R4Y-AMS,6451.865,1,0.6,25.0,39.0,39.0,39.0,39.0,39.0,39.0,40.0,39.0,61.64,0.0
1273,LI5-1843681M,2018-04-21 13:44:44,G24J-NGV-5UV,429.901,1,0.61,31.0,47.0,47.0,47.0,48.0,,,,,33.7,0.0
1274,LI5-1843681M,2018-04-21 02:20:42,G2AD-BRD-82T,283.08799999999997,1,0.6,36.0,40.0,40.0,40.0,40.0,,,,,94.88,0.0
1275,LI5-1843681M,2018-04-21 09:16:01,G2B4-RDM-BJT,1681.493,1,0.61,36.0,46.0,46.0,46.0,46.0,45.0,45.0,45.0,45.0,37.98,0.0
1276,LI5-1843681M,2018-04-21 03:48:25,G2EE-Z47-UD5,9416.359,1,0.61,35.0,45.0,45.0,46.0,45.0,46.0,46.0,46.0,46.0,80.06,0.0
1277,LI5-1843681M,2018-04-21 13:50:07,G2FS-D2M-BSU,742.357,1,3.58,34.0,47.0,47.0,47.0,47.0,47.0,47.0,48.0,28.0,41.32,0.0
1278,LI5-1843681M,2018-04-21 02:07:16,G2GA-4PX-VR9,3387.19,1,3.57,35.0,44.0,44.0,44.0,44.0,46.0,46.0,46.0,44.0,37.65,0.0
1279,LI5-1843681M,2018-04-21 01:37:15,G2J3-XFR-S9M,1588.068,1,0.61,36.0,45.0,44.0,45.0,44.0,45.0,45.0,45.0,44.0,37.38,0.0
1280,LI5-1843681M,2018-04-21 01:13:16,G2MN-R86-FZE,153.546,1,3.57,27.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,29.79,0.0
1281,LI5-1843681M,2018-04-21 08:55:11,G2R9-MDP-JEW,904.049,1,0.6,34.0,42.0,42.0,42.0,42.0,43.0,42.0,27.0,43.0,74.032,0.0
1282,LI5-1843681M,2018-04-21 08:57:17,G2SA-Y7E-HE2,564.645,1,3.57,27.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,30.82,0.0
1283,LI5-1843681M,2018-04-21 02:56:03,G2SX-MNU-V8P,2393.5570000000002,1,0.6,47.0,39.0,39.0,39.0,39.0,40.0,40.0,40.0,40.0,102.63,0.0
1284,LI5-1843681M,2018-04-21 01:59:09,G357-7Z6-SFV,2901.801,1,0.61,34.0,45.0,46.0,45.0,45.0,46.0,46.0,46.0,44.0,37.99,0.0
1285,LI5-1843681M,2018-04-21 01:44:33,G3BS-7XM-DE8,2024.339,1,3.57,35.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,38.52,0.0
1286,LI5-1843681M,2018-04-21 05:11:46,G3C3-47Y-WWU,4869.934,1,3.56,32.0,41.0,40.0,40.0,40.0,41.0,40.0,41.0,40.0,34.16,0.0
1287,LI5-1843681M,2018-04-21 04:28:26,G3G2-HSU-5Y7,2244.739,1,0.6,36.0,41.0,41.0,41.0,41.0,41.0,40.0,41.0,40.0,62.27,0.0
1288,LI5-1843681M,2018-04-21 03:22:36,G3SR-32A-48J,4048.877,1,3.57,35.0,40.0,40.0,40.0,40.0,41.0,41.0,41.0,41.0,39.08,0.0
1289,LI5-1843681M,2018-04-21 05:03:08,G3WG-KD8-7DD,4333.713,1,0.6,33.0,38.0,38.0,29.0,38.0,40.0,39.0,39.0,39.0,55.33,0.0
1290,LI5-1843681M,2018-04-21 00:57:44,G426-V9Z-R73,3421.7059999999997,1,3.56,24.0,40.0,40.0,40.0,40.0,41.0,40.0,40.0,41.0,25.93,0.0
1291,LI5-1843681M,2018-04-21 02:48:47,G48N-UJ6-2VF,5869.41,1,0.61,44.0,44.0,44.0,43.0,44.0,44.0,45.0,45.0,44.0,47.96,0.0
1292,LI5-1843681M,2018-04-21 04:39:17,G48S-N4V-3ET,12514.035,1,3.57,29.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,31.87,0.0
